GridType, Algo, NBoat, Cost, AWD, NCharging, NCS, Time, BtPosFName, BPerm, SPath 
sq, xTSPRedGray-nearest_insertion, 11, 269545.219, 122520.467, 17, 31, 0.066, boatPos-0001.csv, B11-B5-B6-B9-B7-B4-B8-B2-B1-B10-B3, --BS1->19->B11--B11->19->B5--B5->25->26->B6--B6->30->B9--B9->30->B7--B7->26->B4->20--20->14->B8--B8->9->B2--B2->9->4->B1--B1->4->8->B10->14--14->13->B3--B3->12->BS1 
sq, xTSPGray-nearest_insertion, 11, 279721.57, 119669.665, 20, 31, 0.055, boatPos-0001.csv, B11-B5-B6-B9-B7-B4-B10-B8-B2-B1-B3, --BS1->19->B11--B11->19->B5--B5->25->26->B6--B6->30->B9--B9->30->B7--B7->26->20->B4--B4->20->14->B10--B10->14->B8--B8->15->9->B2--B2->9->4->B1--B1->3->7->13->B3--B3->13->12->BS1 
sq, xTSPRedGray-farthest_insertion, 11, 276155.573, 159582.292, 17, 31, 0.063, boatPos-0001.csv, B1-B2-B8-B10-B7-B9-B6-B5-B11-B4-B3, --BS1->6->3->B1--B1->4->9->B2--B2->9->B8->15--15->B10->14--14->21->26->B7--B7->30->B9--B9->30->B6--B6->26->25->B5--B5->19->B11--B11->19->B4->20--20->B3--B3->12->BS1 
sq, xTSPGray-farthest_insertion, 11, 288924.318, 125423.822, 20, 31, 0.071, boatPos-0001.csv, B3-B4-B11-B5-B6-B9-B7-B10-B8-B2-B1, --BS1->12->13->B3--B3->20->B4--B4->20->19->B11--B11->19->B5--B5->25->26->B6--B6->30->B9--B9->30->B7--B7->26->21->14->B10--B10->14->B8--B8->15->9->B2--B2->9->4->B1--B1->3->6->BS1 
sq, xTSPRedGray-cheapest_insertion, 11, 269545.219, 122520.467, 17, 31, 0.059, boatPos-0001.csv, B11-B5-B6-B9-B7-B4-B8-B2-B1-B10-B3, --BS1->19->B11--B11->19->B5--B5->25->26->B6--B6->30->B9--B9->30->B7--B7->26->B4->20--20->14->B8--B8->9->B2--B2->9->4->B1--B1->4->8->B10->14--14->13->B3--B3->12->BS1 
sq, xTSPGray-cheapest_insertion, 11, 290809.484, 127569.339, 21, 31, 0.051, boatPos-0001.csv, B11-B5-B6-B9-B7-B4-B8-B2-B1-B10-B3, --BS1->19->B11--B11->19->B5--B5->25->26->B6--B6->30->B9--B9->30->B7--B7->26->20->B4--B4->20->14->B8--B8->15->9->B2--B2->9->4->B1--B1->4->8->14->B10--B10->14->13->B3--B3->13->12->BS1 
sq, xTSPRedGray-arbitrary_insertion, 11, 266740.703, 129199.295, 17, 31, 0.056, boatPos-0001.csv, B7-B9-B6-B5-B11-B4-B3-B10-B8-B2-B1, --BS1->19->26->B7--B7->30->B9--B9->30->B6--B6->26->25->B5--B5->19->B11--B11->19->B4->20--20->B3--B3->13->14->B10--B10->14->B8--B8->9->B2--B2->9->4->B1--B1->3->6->BS1 
sq, xTSPGray-arbitrary_insertion, 11, 288924.318, 125423.822, 20, 31, 0.057, boatPos-0001.csv, B3-B4-B11-B5-B6-B9-B7-B10-B8-B2-B1, --BS1->12->13->B3--B3->20->B4--B4->20->19->B11--B11->19->B5--B5->25->26->B6--B6->30->B9--B9->30->B7--B7->26->21->14->B10--B10->14->B8--B8->15->9->B2--B2->9->4->B1--B1->3->6->BS1 
sq, xTSPRedGray-nn, 11, 266740.703, 129199.295, 17, 31, 0.059, boatPos-0001.csv, B7-B9-B6-B5-B11-B4-B3-B10-B8-B2-B1, --BS1->19->26->B7--B7->30->B9--B9->30->B6--B6->26->25->B5--B5->19->B11--B11->19->B4->20--20->B3--B3->13->14->B10--B10->14->B8--B8->9->B2--B2->9->4->B1--B1->3->6->BS1 
sq, xTSPGray-nn, 11, 281407.482, 133157.103, 19, 31, 0.049, boatPos-0001.csv, B6-B9-B7-B5-B11-B4-B3-B10-B8-B2-B1, --BS1->19->26->B6--B6->30->B9--B9->30->B7--B7->26->25->B5--B5->19->B11--B11->19->20->B4--B4->20->B3--B3->13->14->B10--B10->14->B8--B8->15->9->B2--B2->9->4->B1--B1->3->6->BS1 
sq, xTSPRedGray-repetitive_nn, 11, 266740.703, 129199.295, 17, 31, 0.076, boatPos-0001.csv, B7-B9-B6-B5-B11-B4-B3-B10-B8-B2-B1, --BS1->19->26->B7--B7->30->B9--B9->30->B6--B6->26->25->B5--B5->19->B11--B11->19->B4->20--20->B3--B3->13->14->B10--B10->14->B8--B8->9->B2--B2->9->4->B1--B1->3->6->BS1 
sq, xTSPGray-repetitive_nn, 11, 281407.482, 133593.933, 19, 31, 0.056, boatPos-0001.csv, B7-B9-B6-B5-B11-B4-B3-B10-B8-B2-B1, --BS1->19->26->B7--B7->30->B9--B9->30->B6--B6->26->25->B5--B5->19->B11--B11->19->20->B4--B4->20->B3--B3->13->14->B10--B10->14->B8--B8->15->9->B2--B2->9->4->B1--B1->3->6->BS1 
sq, xTSPRedGray-two_opt, 11, 266740.703, 129199.295, 17, 31, 0.063, boatPos-0001.csv, B7-B9-B6-B5-B11-B4-B3-B10-B8-B2-B1, --BS1->19->26->B7--B7->30->B9--B9->30->B6--B6->26->25->B5--B5->19->B11--B11->19->B4->20--20->B3--B3->13->14->B10--B10->14->B8--B8->9->B2--B2->9->4->B1--B1->3->6->BS1 
sq, xTSPGray-two_opt, 11, 290155.761, 138177.472, 20, 31, 0.052, boatPos-0001.csv, B5-B6-B9-B7-B4-B3-B1-B2-B8-B10-B11, --BS1->19->B5--B5->25->26->B6--B6->30->B9--B9->30->B7--B7->26->20->B4--B4->20->B3--B3->13->7->3->B1--B1->4->9->B2--B2->9->15->B8--B8->14->B10--B10->14->20->19->B11--B11->19->BS1 
tri, clookRedGray, 11, 324443.833, 182415.29, 19, 25, 0.082, boatPos-0002.csv, B10-B11-B1-B7-B9-B4-B3-B6-B5-B8-B2, --BS1->7->9->B10--B10->13->20->B11->22--22->24->23->B1--B1->21->B7--B7->23->B9->20--20->13->B4--B4->17->B3->14--14->8->B6--B6->8->B5--B5->8->B8->5--5->B2->4--4->5->BS1 
tri, clookGray, 11, 399125.413, 177270.665, 26, 25, 0.06, boatPos-0002.csv, B2-B6-B5-B8-B3-B1-B7-B9-B4-B11-B10, --BS1->5->4->B2--B2->4->8->B6--B6->8->B5--B5->8->5->B8--B8->5->8->14->B3--B3->14->21->B1--B1->21->B7--B7->21->17->20->B9--B9->20->13->B4--B4->13->20->22->B11--B11->22->16->9->B10--B10->9->7->BS1 
tri, concaveTSPRedGray, 11, 316503.484, 168629.663, 19, 25, 0.07, boatPos-0002.csv, B10-B11-B9-B1-B7-B3-B4-B6-B5-B8-B2, --BS1->7->9->B10--B10->13->20->B11->22--22->20->B9--B9->23->B1--B1->21->B7--B7->21->B3->14--14->10->B4->13--13->10->8->B6--B6->8->B5--B5->8->B8->5--5->B2->4--4->5->BS1 
tri, concaveTSPGray, 11, 383259.161, 181300.149, 25, 25, 0.056, boatPos-0002.csv, B2-B8-B5-B6-B4-B3-B7-B1-B9-B11-B10, --BS1->5->4->B2--B2->4->5->B8--B8->5->8->B5--B5->8->B6--B6->8->10->13->B4--B4->13->10->14->B3--B3->14->21->B7--B7->21->B1--B1->23->20->B9--B9->20->22->B11--B11->22->16->9->B10--B10->9->7->BS1 
tri, xTSPRedGray-nearest_insertion, 11, 313360.823, 166742.399, 18, 25, 0.073, boatPos-0002.csv, B10-B11-B9-B1-B7-B3-B4-B8-B5-B6-B2, --BS1->7->9->B10--B10->13->20->B11->22--22->20->B9--B9->23->B1--B1->21->B7--B7->21->B3->14--14->10->B4->13--13->10->B8->5--5->B5->8--8->B6--B6->8->B2->4--4->5->BS1 
tri, xTSPGray-nearest_insertion, 11, 383259.173, 180031.27, 25, 25, 0.052, boatPos-0002.csv, B2-B6-B5-B8-B4-B3-B7-B1-B9-B11-B10, --BS1->5->4->B2--B2->4->8->B6--B6->8->B5--B5->8->5->B8--B8->5->10->13->B4--B4->13->10->14->B3--B3->14->21->B7--B7->21->B1--B1->23->20->B9--B9->20->22->B11--B11->22->16->9->B10--B10->9->7->BS1 
tri, xTSPRedGray-farthest_insertion, 11, 297963.448, 123255.064, 18, 25, 0.066, boatPos-0002.csv, B8-B2-B5-B6-B3-B7-B1-B4-B9-B11-B10, --BS1->5->B8--B8->5->B2->4--4->B5->8--8->B6--B6->8->14->B3--B3->21->B7--B7->21->B1--B1->21->17->B4->13--13->20->B9--B9->20->B11->22--22->16->9->B10--B10->9->7->BS1 
tri, xTSPGray-farthest_insertion, 11, 315129.457, 141458.581, 21, 25, 0.068, boatPos-0002.csv, B8-B2-B5-B6-B3-B7-B1-B9-B11-B10-B4, --BS1->5->B8--B8->5->4->B2--B2->4->8->B5--B5->8->B6--B6->8->14->B3--B3->14->21->B7--B7->21->B1--B1->23->20->B9--B9->20->22->B11--B11->22->16->9->B10--B10->13->B4--B4->13->7->BS1 
tri, xTSPRedGray-cheapest_insertion, 11, 313360.823, 166742.399, 18, 25, 0.074, boatPos-0002.csv, B10-B11-B9-B1-B7-B3-B4-B8-B5-B6-B2, --BS1->7->9->B10--B10->13->20->B11->22--22->20->B9--B9->23->B1--B1->21->B7--B7->21->B3->14--14->10->B4->13--13->10->B8->5--5->B5->8--8->B6--B6->8->B2->4--4->5->BS1 
tri, xTSPGray-cheapest_insertion, 11, 315129.457, 141458.581, 21, 25, 0.047, boatPos-0002.csv, B8-B2-B5-B6-B3-B7-B1-B9-B11-B10-B4, --BS1->5->B8--B8->5->4->B2--B2->4->8->B5--B5->8->B6--B6->8->14->B3--B3->14->21->B7--B7->21->B1--B1->23->20->B9--B9->20->22->B11--B11->22->16->9->B10--B10->13->B4--B4->13->7->BS1 
tri, xTSPRedGray-arbitrary_insertion, 11, 265071.933, 116897.35, 15, 25, 0.066, boatPos-0002.csv, B8-B2-B5-B6-B3-B7-B1-B9-B11-B10-B4, --BS1->5->B8--B8->5->B2->4--4->B5->8--8->B6--B6->8->14->B3--B3->21->B7--B7->21->B1--B1->23->B9->20--20->B11->22--22->16->9->B10--B10->13->B4--B4->10->BS1 
tri, xTSPGray-arbitrary_insertion, 11, 315129.457, 141458.581, 21, 25, 0.055, boatPos-0002.csv, B8-B2-B5-B6-B3-B7-B1-B9-B11-B10-B4, --BS1->5->B8--B8->5->4->B2--B2->4->8->B5--B5->8->B6--B6->8->14->B3--B3->14->21->B7--B7->21->B1--B1->23->20->B9--B9->20->22->B11--B11->22->16->9->B10--B10->13->B4--B4->13->7->BS1 
tri, xTSPRedGray-nn, 11, 289709.171, 151033.037, 16, 25, 0.069, boatPos-0002.csv, B4-B10-B11-B9-B1-B7-B3-B8-B5-B6-B2, --BS1->10->B4->13--13->B10--B10->13->20->B11->22--22->20->B9--B9->23->B1--B1->21->B7--B7->21->B3->14--14->8->B8->5--5->B5->8--8->B6--B6->8->B2->4--4->5->BS1 
tri, xTSPGray-nn, 11, 360837.088, 174391.61, 23, 25, 0.077, boatPos-0002.csv, B2-B6-B5-B8-B4-B10-B11-B9-B1-B7-B3, --BS1->5->4->B2--B2->4->8->B6--B6->8->B5--B5->8->5->B8--B8->5->10->13->B4--B4->13->B10--B10->9->16->22->B11--B11->22->20->B9--B9->20->23->B1--B1->21->B7--B7->21->14->B3--B3->14->10->BS1 
tri, xTSPRedGray-repetitive_nn, 11, 273323.735, 150715.014, 15, 25, 0.076, boatPos-0002.csv, B4-B10-B11-B9-B1-B7-B3-B6-B2-B5-B8, --BS1->10->B4->13--13->B10--B10->13->20->B11->22--22->20->B9--B9->23->B1--B1->21->B7--B7->21->B3->14--14->8->B6--B6->8->B2->4--4->B5->8--8->B8->5--5->BS1 
tri, xTSPGray-repetitive_nn, 11, 332390.165, 153801.479, 22, 25, 0.05, boatPos-0002.csv, B8-B5-B2-B6-B3-B7-B1-B9-B11-B10-B4, --BS1->5->B8--B8->5->8->B5--B5->8->4->B2--B2->4->8->B6--B6->8->14->B3--B3->14->21->B7--B7->21->B1--B1->23->20->B9--B9->20->22->B11--B11->22->16->9->B10--B10->13->B4--B4->13->7->BS1 
tri, xTSPRedGray-two_opt, 11, 265071.933, 116897.35, 15, 25, 0.075, boatPos-0002.csv, B8-B2-B5-B6-B3-B7-B1-B9-B11-B10-B4, --BS1->5->B8--B8->5->B2->4--4->B5->8--8->B6--B6->8->14->B3--B3->21->B7--B7->21->B1--B1->23->B9->20--20->B11->22--22->16->9->B10--B10->13->B4--B4->10->BS1 
tri, xTSPGray-two_opt, 11, 376664.508, 164285.149, 24, 25, 0.05, boatPos-0002.csv, B8-B2-B6-B5-B4-B10-B11-B9-B3-B7-B1, --BS1->5->B8--B8->5->4->B2--B2->4->8->B6--B6->8->B5--B5->8->10->13->B4--B4->13->B10--B10->9->16->22->B11--B11->22->20->B9--B9->20->17->14->B3--B3->14->21->B7--B7->21->B1--B1->21->14->10->BS1 
sq, clookRedGray, 11, 260865.157, 123679.419, 16, 31, 0.067, boatPos-0002.csv, B2-B6-B5-B8-B3-B1-B7-B9-B4-B11-B10, --BS1->18->B2->24--24->B6--B6->24->B5--B5->18->B8--B8->19->26->B3--B3->21->B1--B1->21->B7--B7->21->B9->14--14->13->B4--B4->13->8->B11--B11->8->7->B10--B10->6->BS1 
sq, clookGray, 11, 294634.834, 148778.56, 20, 31, 0.077, boatPos-0002.csv, B2-B6-B5-B8-B3-B1-B7-B9-B4-B11-B10, --BS1->18->24->B2--B2->24->B6--B6->24->B5--B5->24->18->B8--B8->19->26->B3--B3->26->21->B1--B1->21->B7--B7->21->14->B9--B9->14->13->B4--B4->13->8->B11--B11->8->7->B10--B10->6->BS1 
sq, concaveTSPRedGray, 11, 275594.865, 137574.037, 17, 31, 0.073, boatPos-0002.csv, B2-B8-B5-B6-B4-B3-B7-B1-B9-B11-B10, --BS1->18->B2->24--24->B8->18--18->B5->24--24->B6--B6->25->19->B4->13--13->20->B3->26--26->27->B7--B7->21->B1--B1->21->B9->14--14->8->B11--B11->8->7->B10--B10->6->BS1 
sq, concaveTSPGray, 11, 321857.395, 149438.236, 23, 31, 0.056, boatPos-0002.csv, B10-B11-B9-B1-B7-B3-B4-B6-B5-B8-B2, --BS1->6->B10--B10->7->8->B11--B11->8->14->B9--B9->14->21->B1--B1->21->B7--B7->27->26->B3--B3->26->20->13->B4--B4->13->20->25->B6--B6->24->B5--B5->24->18->B8--B8->18->24->B2--B2->24->18->BS1 
sq, xTSPRedGray-nearest_insertion, 11, 249766.24, 113059.43, 15, 31, 0.066, boatPos-0002.csv, B8-B2-B5-B6-B3-B7-B1-B11-B9-B10-B4, --BS1->B8->18--18->B2->24--24->B5--B5->24->B6--B6->25->26->B3--B3->27->B7--B7->21->B1--B1->21->14->8->B11--B11->8->B9->14--14->7->B10--B10->13->B4--B4->12->BS1 
sq, xTSPGray-nearest_insertion, 11, 282255.649, 131111.875, 21, 31, 0.051, boatPos-0002.csv, B8-B2-B5-B6-B3-B7-B1-B11-B9-B10-B4, --BS1->18->B8--B8->18->24->B2--B2->24->B5--B5->24->B6--B6->25->26->B3--B3->26->27->B7--B7->21->B1--B1->21->14->8->B11--B11->8->14->B9--B9->14->7->B10--B10->7->13->B4--B4->13->12->BS1 
sq, xTSPRedGray-farthest_insertion, 11, 226449.534, 105142.42, 14, 31, 0.08, boatPos-0002.csv, B8-B2-B5-B6-B3-B7-B1-B9-B11-B10-B4, --BS1->B8->18--18->B2->24--24->B5--B5->24->B6--B6->25->26->B3--B3->27->B7--B7->21->B1--B1->21->B9->14--14->8->B11--B11->8->7->B10--B10->13->B4--B4->12->BS1 
sq, xTSPGray-farthest_insertion, 11, 265632.792, 127129.216, 19, 31, 0.051, boatPos-0002.csv, B8-B2-B5-B6-B3-B7-B1-B4-B9-B11-B10, --BS1->18->B8--B8->18->24->B2--B2->24->B5--B5->24->B6--B6->25->26->B3--B3->26->27->B7--B7->21->B1--B1->21->13->B4--B4->13->14->B9--B9->14->8->B11--B11->8->7->B10--B10->6->BS1 
sq, xTSPRedGray-cheapest_insertion, 11, 226449.534, 105142.42, 14, 31, 0.063, boatPos-0002.csv, B8-B2-B5-B6-B3-B7-B1-B9-B11-B10-B4, --BS1->B8->18--18->B2->24--24->B5--B5->24->B6--B6->25->26->B3--B3->27->B7--B7->21->B1--B1->21->B9->14--14->8->B11--B11->8->7->B10--B10->13->B4--B4->12->BS1 
sq, xTSPGray-cheapest_insertion, 11, 300245.049, 145039.182, 21, 31, 0.05, boatPos-0002.csv, B10-B11-B9-B1-B7-B3-B4-B8-B5-B6-B2, --BS1->6->B10--B10->7->8->B11--B11->8->14->B9--B9->14->21->B1--B1->21->B7--B7->27->26->B3--B3->26->20->13->B4--B4->13->19->B8--B8->18->24->B5--B5->24->B6--B6->24->B2--B2->24->18->BS1 
sq, xTSPRedGray-arbitrary_insertion, 11, 226449.534, 105142.42, 14, 31, 0.087, boatPos-0002.csv, B8-B2-B5-B6-B3-B7-B1-B9-B11-B10-B4, --BS1->B8->18--18->B2->24--24->B5--B5->24->B6--B6->25->26->B3--B3->27->B7--B7->21->B1--B1->21->B9->14--14->8->B11--B11->8->7->B10--B10->13->B4--B4->12->BS1 
sq, xTSPGray-arbitrary_insertion, 11, 262314.333, 124445.948, 20, 31, 0.049, boatPos-0002.csv, B8-B2-B5-B6-B3-B7-B1-B9-B11-B10-B4, --BS1->18->B8--B8->18->24->B2--B2->24->B5--B5->24->B6--B6->25->26->B3--B3->26->27->B7--B7->21->B1--B1->21->14->B9--B9->14->8->B11--B11->8->7->B10--B10->7->13->B4--B4->13->12->BS1 
sq, xTSPRedGray-nn, 11, 256359.195, 137279.369, 15, 31, 0.069, boatPos-0002.csv, B3-B7-B1-B9-B11-B10-B4-B8-B5-B6-B2, --BS1->19->26->B3--B3->27->B7--B7->21->B1--B1->21->B9->14--14->8->B11--B11->8->7->B10--B10->13->B4--B4->19->B8--B8->18->B5->24--24->B6--B6->24->B2--B2->18->BS1 
sq, xTSPGray-nn, 11, 262314.333, 124264.948, 20, 31, 0.051, boatPos-0002.csv, B8-B5-B2-B6-B3-B7-B1-B9-B11-B10-B4, --BS1->18->B8--B8->18->24->B5--B5->24->B2--B2->24->B6--B6->25->26->B3--B3->26->27->B7--B7->21->B1--B1->21->14->B9--B9->14->8->B11--B11->8->7->B10--B10->7->13->B4--B4->13->12->BS1 
sq, xTSPRedGray-repetitive_nn, 11, 227948.11, 106323.762, 14, 31, 0.085, boatPos-0002.csv, B8-B5-B2-B6-B3-B7-B1-B9-B11-B10-B4, --BS1->B8->18--18->B5->24--24->B2--B2->24->B6--B6->25->26->B3--B3->27->B7--B7->21->B1--B1->21->B9->14--14->8->B11--B11->8->7->B10--B10->13->B4--B4->12->BS1 
sq, xTSPGray-repetitive_nn, 11, 262314.333, 124264.948, 20, 31, 0.055, boatPos-0002.csv, B8-B5-B2-B6-B3-B7-B1-B9-B11-B10-B4, --BS1->18->B8--B8->18->24->B5--B5->24->B2--B2->24->B6--B6->25->26->B3--B3->26->27->B7--B7->21->B1--B1->21->14->B9--B9->14->8->B11--B11->8->7->B10--B10->7->13->B4--B4->13->12->BS1 
sq, xTSPRedGray-two_opt, 11, 243442.785, 109240.526, 15, 31, 0.061, boatPos-0002.csv, B8-B2-B5-B6-B3-B7-B1-B4-B9-B11-B10, --BS1->B8->18--18->B2->24--24->B5--B5->24->B6--B6->25->26->B3--B3->27->B7--B7->21->B1--B1->21->13->B4--B4->13->B9->14--14->8->B11--B11->8->7->B10--B10->6->BS1 
sq, xTSPGray-two_opt, 11, 282243.376, 127959.653, 21, 31, 0.05, boatPos-0002.csv, B8-B2-B5-B6-B3-B7-B1-B4-B10-B11-B9, --BS1->18->B8--B8->18->24->B2--B2->24->B5--B5->24->B6--B6->25->26->B3--B3->26->27->B7--B7->21->B1--B1->21->13->B4--B4->13->7->B10--B10->7->8->B11--B11->8->14->B9--B9->14->13->12->BS1 
tri, clookRedGray, 11, 353755.877, 185865.622, 21, 25, 0.071, boatPos-0003.csv, B3-B1-B10-B4-B9-B11-B8-B6-B7-B2-B5, --BS1->7->13->20->22->B3--B3->24->B1--B1->24->B10->23--23->B4->17--17->B9--B9->17->B11->13--13->10->14->18->B8--B8->11->8->B6--B6->8->B7--B7->8->B2->5--5->8->B5--B5->8->5->BS1 
tri, clookGray, 11, 408261.822, 216667.642, 27, 25, 0.088, boatPos-0003.csv, B3-B1-B10-B4-B9-B11-B8-B6-B7-B2-B5, --BS1->7->13->20->22->B3--B3->22->24->B1--B1->24->23->B10--B10->23->17->B4--B4->17->B9--B9->17->13->B11--B11->13->10->14->18->B8--B8->18->11->8->B6--B6->8->B7--B7->8->5->B2--B2->5->8->B5--B5->8->5->BS1 
tri, concaveTSPRedGray, 11, 291216.254, 166040.39, 17, 25, 0.065, boatPos-0003.csv, B11-B3-B1-B10-B9-B4-B8-B7-B6-B5-B2, --BS1->7->13->B11--B11->13->20->22->B3--B3->24->B1--B1->24->B10->23--23->17->B9--B9->17->B4--B4->14->18->B8--B8->11->B7->8--8->B6--B6->8->B5--B5->8->B2->5--5->BS1 
tri, concaveTSPGray, 11, 339063.764, 149830.907, 23, 25, 0.054, boatPos-0003.csv, B2-B5-B6-B7-B8-B4-B9-B10-B1-B3-B11, --BS1->5->B2--B2->5->8->B5--B5->8->B6--B6->8->B7--B7->8->11->18->B8--B8->18->21->17->B4--B4->17->B9--B9->17->23->B10--B10->23->24->B1--B1->24->22->B3--B3->22->20->13->B11--B11->13->7->BS1 
tri, xTSPRedGray-nearest_insertion, 11, 280366.381, 153502.399, 16, 25, 0.063, boatPos-0003.csv, B11-B9-B3-B1-B10-B4-B8-B7-B6-B5-B2, --BS1->7->13->B11--B11->17->B9--B9->20->22->B3--B3->24->B1--B1->24->B10->23--23->B4->17--17->21->18->B8--B8->11->B7->8--8->B6--B6->8->B5--B5->8->B2->5--5->BS1 
tri, xTSPGray-nearest_insertion, 11, 374239.54, 179180.608, 25, 25, 0.049, boatPos-0003.csv, B5-B6-B7-B2-B8-B4-B10-B1-B3-B9-B11, --BS1->5->8->B5--B5->8->B6--B6->8->B7--B7->8->5->B2--B2->5->8->11->18->B8--B8->18->21->17->B4--B4->17->23->B10--B10->23->24->B1--B1->24->22->B3--B3->22->20->B9--B9->17->13->B11--B11->13->7->BS1 
tri, xTSPRedGray-farthest_insertion, 11, 263992.786, 126245.675, 16, 25, 0.057, boatPos-0003.csv, B2-B5-B6-B7-B8-B10-B1-B3-B9-B4-B11, --BS1->5->B2--B2->8->B5--B5->8->B6--B6->8->B7--B7->11->B8->18--18->21->23->B10--B10->24->B1--B1->24->B3->22--22->20->B9--B9->17->B4--B4->17->B11->13--13->7->BS1 
tri, xTSPGray-farthest_insertion, 11, 339679.322, 154529.222, 23, 25, 0.047, boatPos-0003.csv, B2-B5-B6-B7-B8-B4-B10-B1-B3-B9-B11, --BS1->5->B2--B2->5->8->B5--B5->8->B6--B6->8->B7--B7->8->11->18->B8--B8->18->21->17->B4--B4->17->23->B10--B10->23->24->B1--B1->24->22->B3--B3->22->20->B9--B9->17->13->B11--B11->13->7->BS1 
tri, xTSPRedGray-cheapest_insertion, 11, 319733.596, 162128.832, 19, 25, 0.082, boatPos-0003.csv, B11-B9-B3-B1-B10-B4-B8-B2-B7-B6-B5, --BS1->7->13->B11--B11->17->B9--B9->20->22->B3--B3->24->B1--B1->24->B10->23--23->B4->17--17->21->18->B8--B8->11->8->B2->5--5->8->B7--B7->8->B6--B6->8->B5--B5->8->5->BS1 
tri, xTSPGray-cheapest_insertion, 11, 374239.54, 179180.608, 25, 25, 0.049, boatPos-0003.csv, B5-B6-B7-B2-B8-B4-B10-B1-B3-B9-B11, --BS1->5->8->B5--B5->8->B6--B6->8->B7--B7->8->5->B2--B2->5->8->11->18->B8--B8->18->21->17->B4--B4->17->23->B10--B10->23->24->B1--B1->24->22->B3--B3->22->20->B9--B9->17->13->B11--B11->13->7->BS1 
tri, xTSPRedGray-arbitrary_insertion, 11, 263992.786, 126245.675, 16, 25, 0.062, boatPos-0003.csv, B2-B5-B6-B7-B8-B10-B1-B3-B9-B4-B11, --BS1->5->B2--B2->8->B5--B5->8->B6--B6->8->B7--B7->11->B8->18--18->21->23->B10--B10->24->B1--B1->24->B3->22--22->20->B9--B9->17->B4--B4->17->B11->13--13->7->BS1 
tri, xTSPGray-arbitrary_insertion, 11, 339063.764, 149830.907, 23, 25, 0.052, boatPos-0003.csv, B2-B5-B6-B7-B8-B4-B9-B10-B1-B3-B11, --BS1->5->B2--B2->5->8->B5--B5->8->B6--B6->8->B7--B7->8->11->18->B8--B8->18->21->17->B4--B4->17->B9--B9->17->23->B10--B10->23->24->B1--B1->24->22->B3--B3->22->20->13->B11--B11->13->7->BS1 
tri, xTSPRedGray-nn, 11, 338435.091, 173244.235, 20, 25, 0.072, boatPos-0003.csv, B3-B1-B10-B9-B4-B11-B2-B5-B6-B7-B8, --BS1->7->13->20->22->B3--B3->24->B1--B1->24->B10->23--23->17->B9--B9->17->B4--B4->17->B11->13--13->10->B2->5--5->8->B5--B5->8->B6--B6->8->B7--B7->11->B8->18--18->14->10->BS1 
tri, xTSPGray-nn, 11, 356363.273, 171054.221, 24, 25, 0.047, boatPos-0003.csv, B2-B5-B6-B7-B8-B1-B3-B10-B4-B9-B11, --BS1->5->B2--B2->5->8->B5--B5->8->B6--B6->8->B7--B7->8->11->18->B8--B8->18->21->23->24->B1--B1->24->22->B3--B3->22->24->23->B10--B10->23->17->B4--B4->17->B9--B9->17->13->B11--B11->13->7->BS1 
tri, xTSPRedGray-repetitive_nn, 11, 297050.332, 141017.35, 17, 25, 0.069, boatPos-0003.csv, B2-B5-B6-B7-B8-B1-B3-B10-B4-B9-B11, --BS1->5->B2--B2->8->B5--B5->8->B6--B6->8->B7--B7->11->B8->18--18->21->23->24->B1--B1->24->B3->22--22->24->B10->23--23->B4->17--17->B9--B9->17->B11->13--13->7->BS1 
tri, xTSPGray-repetitive_nn, 11, 356363.273, 171054.221, 24, 25, 0.073, boatPos-0003.csv, B2-B5-B6-B7-B8-B1-B3-B10-B4-B9-B11, --BS1->5->B2--B2->5->8->B5--B5->8->B6--B6->8->B7--B7->8->11->18->B8--B8->18->21->23->24->B1--B1->24->22->B3--B3->22->24->23->B10--B10->23->17->B4--B4->17->B9--B9->17->13->B11--B11->13->7->BS1 
tri, xTSPRedGray-two_opt, 11, 324827.94, 166323.885, 18, 25, 0.064, boatPos-0003.csv, B4-B10-B1-B3-B9-B11-B5-B6-B8-B7-B2, --BS1->10->B4->17--17->23->B10--B10->24->B1--B1->24->B3->22--22->20->B9--B9->17->B11->13--13->10->8->B5--B5->8->B6--B6->8->11->B8->18--18->11->B7->8--8->B2->5--5->BS1 
tri, xTSPGray-two_opt, 11, 322379.8, 155366.234, 22, 25, 0.046, boatPos-0003.csv, B2-B5-B6-B7-B8-B10-B1-B3-B9-B4-B11, --BS1->5->B2--B2->5->8->B5--B5->8->B6--B6->8->B7--B7->8->11->18->B8--B8->18->21->23->B10--B10->23->24->B1--B1->24->22->B3--B3->22->20->B9--B9->17->B4--B4->17->13->B11--B11->13->7->BS1 
sq, clookRedGray, 11, 322770.655, 174780.581, 20, 31, 0.076, boatPos-0003.csv, B3-B1-B10-B4-B9-B11-B8-B6-B7-B2-B5, --BS1->12->13->8->B3->9--9->B1--B1->9->15->B10--B10->21->B4->20--20->13->B9--B9->13->B11--B11->20->26->B8->30--30->29->B6->24--24->B7->25--25->19->B2--B2->18->B5->24--24->18->BS1 
