"Algo","ResultId","Time(sec)","TourCost","AWDfromVTX1","MinAWD","DelEdgeP"
"two_opt","1","37.202","21986.365","10897.162",NA,"97.75"
"two_opt","2","36.463","21818.095","10880.929",NA,"97.9"
"two_opt","3","36.285","21966.316","10970.437",NA,"97.4"
"two_opt","4","34.029","21963.831","10896.772",NA,"98"
"two_opt","5","35.057","22046.756","11273.509",NA,"97.9"
"two_opt","6","35.847","21739.842","10817.571",NA,"97.55"
"two_opt","7","36.611","21864.077","11015.326",NA,"97.8"
"two_opt","8","34.419","21816.344","10936.899",NA,"98.2"
"two_opt","9","35.047","21656.663","10800.773",NA,"97.85"
"two_opt","10","34.849","21796.978","10888.627",NA,"98.45"
"two_opt","11","37.167","21801.868","10883.172",NA,"98.2"
"two_opt","12","35.499","21654.81","10814.172",NA,"98.3"
"two_opt","13","38.766","21751.181","10815.166",NA,"98.05"
"two_opt","14","36.466","21847.181","10771.79",NA,"98.35"
"two_opt","15","39.206","22006.974","11041.524",NA,"97.4"
"two_opt","16","35.843","21902.204","11079.243",NA,"97.9"
"two_opt","17","40.676","21962.565","11080.874",NA,"97.8"
"two_opt","18","36.877","21720.377","10896.504",NA,"98.15"
"two_opt","19","35.486","21886.188","10877.843",NA,"97.5"
"two_opt","20","35.733","21985.615","10971.675",NA,"97.6"
"two_opt","AVG","36.376","21858.711","10930.498",NA,"97.902"
"two_opt","STD","1.647","117.805","121.282",NA,"0.313"
