"Algo","ResultId","Time(sec)","TourCost","AWDfromVTX1","MinAWD","DelEdgeP"
"two_opt","1","148.918","31046.309","15493.574",NA,"99.1"
"two_opt","2","147.513","31096.021","15549.172",NA,"98.367"
"two_opt","3","149.815","31194.114","15583.271",NA,"99"
"two_opt","4","204.333","31137.288","15594.313",NA,"98.3"
"two_opt","5","146.879","30977.419","15475.49",NA,"99.333"
"two_opt","6","203.143","31234.151","15643.368",NA,"98.1"
"two_opt","7","144.947","31094.704","15551.051",NA,"98.8"
"two_opt","8","152.319","31008.058","15494.731",NA,"99.033"
"two_opt","9","149.547","31131.12","15661.212",NA,"99.033"
"two_opt","10","150.168","31195.59","15703.199",NA,"99.267"
"two_opt","11","212.877","31329.927","15776.011",NA,"99.167"
"two_opt","12","146.982","31401.046","15548.382",NA,"98.733"
"two_opt","13","149.139","31309.915","15771.508",NA,"98.733"
"two_opt","14","207.066","31338.565","15828.571",NA,"99"
"two_opt","15","146.099","31148.164","15622.54",NA,"98.867"
"two_opt","16","154.629","31128.878","15680.064",NA,"98.733"
"two_opt","17","149.373","31327.788","15594.845",NA,"99.067"
"two_opt","18","147.304","31349.274","15673.02",NA,"98.867"
"two_opt","19","153.205","31385.366","15870.919",NA,"98.567"
"two_opt","20","152.239","31043.066","15513.994",NA,"99.167"
"two_opt","AVG","160.825","31193.838","15631.462",NA,"98.862"
"two_opt","STD","23.798","132.778","114.261",NA,"0.328"
