"Algo","ResultId","Time(sec)","TourCost","AWDfromVTX1","MinAWD","DelEdgeP"
"farthest_insertion","1","22.382","22915.611","11465.544",NA,"94.3"
"farthest_insertion","2","22.062","22661.386","11319.106",NA,"95.35"
"farthest_insertion","3","20.384","22746.229","11359.125",NA,"95"
"farthest_insertion","4","20.332","22645.73","11335.574",NA,"94.65"
"farthest_insertion","5","21.813","22669.332","11290.45",NA,"95.5"
"farthest_insertion","6","20.697","22679.507","11292.637",NA,"95.25"
"farthest_insertion","7","20.244","22736.538","11365.7",NA,"95.25"
"farthest_insertion","8","20.284","22752.829","11396.481",NA,"95.4"
"farthest_insertion","9","20.254","22616.933","11311.543",NA,"94.8"
"farthest_insertion","10","20.168","22682.435","11340.792",NA,"94.1"
"farthest_insertion","11","20.29","22621.013","11331.363",NA,"95.2"
"farthest_insertion","12","19.521","22713.141","11401.594",NA,"94.9"
"farthest_insertion","13","19.431","22594.976","11306.301",NA,"94.85"
"farthest_insertion","14","19.608","22666.392","11334.383",NA,"95.45"
"farthest_insertion","15","19.594","22935.365","11506.312",NA,"94.45"
"farthest_insertion","16","20.41","22777.901","11411.28",NA,"95.3"
"farthest_insertion","17","19.706","22701.807","11361.588",NA,"95.4"
"farthest_insertion","18","20.162","22744.992","11401.35",NA,"94.85"
"farthest_insertion","19","19.352","22906.962","11450.62",NA,"94.4"
"farthest_insertion","20","19.256","22646.451","11294.358",NA,"95"
"farthest_insertion","AVG","20.298","22720.777","11363.805",NA,"94.97"
"farthest_insertion","STD","0.877","98.646","61.102",NA,"0.418"
