"Algo","ResultId","Time(sec)","TourCost","AWDfromVTX1","MinAWD","DelEdgeP"
"two_opt","1","32.852","23032.918","11538.338",NA,"94.1"
"two_opt","2","32.319","23180.533","11733.104",NA,"95.5"
"two_opt","3","32.846","23187.037","11369.952",NA,"95.8"
"two_opt","4","31.378","22998.236","11603.946",NA,"95.3"
"two_opt","5","31.508","23345.916","11518.303",NA,"94.7"
"two_opt","6","32.946","22943.965","11454.832",NA,"95.8"
"two_opt","7","32.156","22970.693","11501.952",NA,"94.8"
"two_opt","8","30.826","23311.206","11627.912",NA,"93.75"
"two_opt","9","32.323","23068.783","11560.362",NA,"94.05"
"two_opt","10","32.076","23251.27","11619.062",NA,"95.1"
"two_opt","11","31.46","23313.452","11732.99",NA,"94.35"
"two_opt","12","31.909","23023.558","11485.006",NA,"94.55"
"two_opt","13","34.18","23516.173","12076.453",NA,"94.3"
"two_opt","14","31.905","23171.082","11635.241",NA,"94.3"
"two_opt","15","31.672","23184.275","11677.619",NA,"95.3"
"two_opt","16","31.671","23217.089","11671.107",NA,"94.35"
"two_opt","17","31.009","23303.127","11776.858",NA,"94.9"
"two_opt","18","32.035","23126.976","11561.819",NA,"95.55"
"two_opt","19","32.966","23127.553","11479.934",NA,"93.75"
"two_opt","20","31.698","23353.886","11681.756",NA,"93.6"
"two_opt","AVG","32.087","23181.386","11615.327",NA,"94.692"
"two_opt","STD","0.785","149.407","151.12",NA,"0.692"
